"month","year","Average_Temperature","state","Precipitation"
"03","1896","40.1","VA","4.17"
"04","1896","57.7","VA","2.05"
"05","1896","69.1","VA","3.91"
"06","1896","70.6","VA","5.05"
"07","1896","75.3","VA","6.55"
"08","1896","74.3","VA","2.07"
"09","1896","66.8","VA","5.79"
"10","1896","53.4","VA","0.92"
"11","1896","50.5","VA","3.99"
"12","1896","35.7","VA","1.08"
"01","1897","31.6","VA","1.96"
"02","1897","38.3","VA","6.28"
"03","1897","47.1","VA","4.11"
"04","1897","53.7","VA","2.47"
"05","1897","61.4","VA","4.73"
"06","1897","71.3","VA","3.44"
"07","1897","75.7","VA","4.67"
"08","1897","73.2","VA","2.75"
"09","1897","68.0","VA","0.92"
"10","1897","58.3","VA","3.00"
"11","1897","46.5","VA","2.87"
"12","1897","38.4","VA","3.51"
"01","1898","37.9","VA","3.18"
"02","1898","35.2","VA","0.90"
"03","1898","49.4","VA","4.03"
"04","1898","49.9","VA","3.41"
"05","1898","65.1","VA","5.60"
"06","1898","72.3","VA","3.02"
"07","1898","76.2","VA","4.96"
"08","1898","75.2","VA","5.67"
"09","1898","69.5","VA","3.24"
"10","1898","57.1","VA","5.86"
"11","1898","42.9","VA","2.60"
"12","1898","35.8","VA","3.12"
"01","1899","34.6","VA","3.31"
"02","1899","28.9","VA","6.14"
"03","1899","43.8","VA","6.36"
"04","1899","53.5","VA","2.13"
"05","1899","65.1","VA","3.99"
"06","1899","73.7","VA","3.53"
"07","1899","75.3","VA","4.10"
"08","1899","75.3","VA","3.49"
"09","1899","66.0","VA","4.31"
"10","1899","57.6","VA","3.15"
"11","1899","46.4","VA","1.40"
"12","1899","35.4","VA","1.91"
"01","1900","35.3","VA","2.94"
"02","1900","34.1","VA","4.63"
"03","1900","40.7","VA","3.54"
"04","1900","53.8","VA","2.80"
"05","1900","64.2","VA","2.73"
"06","1900","72.1","VA","4.99"
"07","1900","77.0","VA","3.59"
"08","1900","78.3","VA","2.10"
"09","1900","72.2","VA","3.52"
"10","1900","61.0","VA","3.10"
"11","1900","48.0","VA","3.49"
"12","1900","36.4","VA","2.71"
"01","1901","35.3","VA","2.90"
"02","1901","31.2","VA","0.78"
"03","1901","45.5","VA","3.56"
"04","1901","48.9","VA","6.44"
"05","1901","62.9","VA","5.92"
"06","1901","71.5","VA","4.52"
"07","1901","77.7","VA","4.77"
"08","1901","73.6","VA","9.34"
"09","1901","66.0","VA","4.25"
"10","1901","55.3","VA","1.06"
"11","1901","39.2","VA","1.64"
"12","1901","33.8","VA","6.81"
"01","1902","31.9","VA","2.95"
"02","1902","29.4","VA","4.91"
"03","1902","45.8","VA","3.32"
"04","1902","51.8","VA","2.37"
"05","1902","66.2","VA","2.62"
"06","1902","70.7","VA","4.40"
"07","1902","76.0","VA","3.09"
"08","1902","72.0","VA","2.75"
"09","1902","65.2","VA","3.74"
"10","1902","57.5","VA","4.62"
"11","1902","51.0","VA","3.60"
"12","1902","35.7","VA","3.94"
"01","1903","33.4","VA","3.79"
"02","1903","38.5","VA","5.01"
"03","1903","50.9","VA","5.86"
"04","1903","53.0","VA","4.41"
"05","1903","64.5","VA","2.26"
"06","1903","66.9","VA","5.39"
"07","1903","75.0","VA","3.77"
"08","1903","72.8","VA","4.90"
"09","1903","65.7","VA","2.13"
"10","1903","55.8","VA","3.33"
"11","1903","41.1","VA","1.80"
"12","1903","30.8","VA","1.89"
"01","1904","29.7","VA","2.26"
"02","1904","30.4","VA","2.42"
"03","1904","44.4","VA","3.20"
"04","1904","50.1","VA","2.32"
"05","1904","63.3","VA","3.40"
"06","1904","70.8","VA","5.25"
"07","1904","73.4","VA","4.85"
"08","1904","71.8","VA","3.47"
"09","1904","67.0","VA","2.85"
"10","1904","54.6","VA","1.17"
"11","1904","42.6","VA","2.10"
"12","1904","33.0","VA","3.36"
"01","1905","30.1","VA","2.86"
"02","1905","27.5","VA","3.20"
"03","1905","47.0","VA","2.42"
"04","1905","54.1","VA","3.09"
"05","1905","65.8","VA","4.75"
"06","1905","71.9","VA","4.29"
"07","1905","75.0","VA","7.35"
"08","1905","72.4","VA","5.00"
"09","1905","67.8","VA","2.98"
"10","1905","56.2","VA","2.64"
"11","1905","44.2","VA","0.77"
"12","1905","36.1","VA","5.19"
"01","1906","38.8","VA","3.72"
"02","1906","35.2","VA","1.86"
"03","1906","38.9","VA","4.60"
"04","1906","55.2","VA","2.21"
"05","1906","63.6","VA","2.98"
"06","1906","72.3","VA","4.81"
"07","1906","73.6","VA","5.87"
"08","1906","75.7","VA","9.22"
"09","1906","70.4","VA","2.39"
"10","1906","54.9","VA","6.08"
"11","1906","45.6","VA","2.08"
"12","1906","37.7","VA","2.97"
"01","1907","40.6","VA","1.78"
"02","1907","32.6","VA","2.50"
"03","1907","49.8","VA","3.12"
"04","1907","47.3","VA","4.13"
"05","1907","60.4","VA","3.59"
"06","1907","65.6","VA","6.45"
"07","1907","75.0","VA","3.40"
"08","1907","71.9","VA","4.11"
"09","1907","68.5","VA","5.32"
"10","1907","51.9","VA","1.48"
"11","1907","43.2","VA","4.90"
"12","1907","37.4","VA","4.08"
"01","1908","33.1","VA","3.93"
"02","1908","31.6","VA","3.86"
"03","1908","49.3","VA","3.57"
"04","1908","56.8","VA","2.66"
"05","1908","64.4","VA","4.77"
"06","1908","70.1","VA","4.57"
"07","1908","75.4","VA","5.18"
"08","1908","71.9","VA","6.82"
"09","1908","65.2","VA","2.74"
"10","1908","55.9","VA","3.92"
"11","1908","45.7","VA","1.51"
"12","1908","37.9","VA","3.78"
"01","1909","38.8","VA","2.36"
"02","1909","43.2","VA","3.18"
"03","1909","42.7","VA","3.40"
"04","1909","54.5","VA","3.49"
"05","1909","62.5","VA","4.41"
"06","1909","72.6","VA","6.16"
"07","1909","72.3","VA","3.22"
"08","1909","71.6","VA","3.99"
"09","1909","65.0","VA","2.79"
"10","1909","52.1","VA","1.90"
"11","1909","49.7","VA","0.79"
"12","1909","31.6","VA","2.68"
"01","1910","34.4","VA","3.71"
"02","1910","34.7","VA","2.62"
"03","1910","51.1","VA","1.57"
"04","1910","55.8","VA","4.74"
"05","1910","60.7","VA","3.33"
"06","1910","68.0","VA","6.39"
"07","1910","74.9","VA","5.06"
"08","1910","71.6","VA","3.65"
"09","1910","69.2","VA","2.41"
"10","1910","59.1","VA","4.06"
"11","1910","39.5","VA","1.34"
"12","1910","30.0","VA","2.85"
"01","1911","39.0","VA","4.25"
"02","1911","39.6","VA","2.17"
"03","1911","42.3","VA","3.41"
"04","1911","49.9","VA","3.91"
"05","1911","67.0","VA","0.95"
"06","1911","72.3","VA","3.83"
"07","1911","75.2","VA","2.98"
"08","1911","74.8","VA","6.69"
"09","1911","70.2","VA","2.59"
"10","1911","57.5","VA","4.37"
"11","1911","42.0","VA","3.68"
"12","1911","40.3","VA","3.80"
"01","1912","26.5","VA","2.56"
"02","1912","31.2","VA","2.94"
"03","1912","42.0","VA","7.17"
"04","1912","56.7","VA","3.30"
"05","1912","64.1","VA","5.34"
"06","1912","69.4","VA","3.71"
"07","1912","74.2","VA","3.91"
"08","1912","72.3","VA","2.08"
"09","1912","70.0","VA","5.37"
"10","1912","57.4","VA","1.29"
"11","1912","44.6","VA","2.43"
"12","1912","38.4","VA","3.03"
"01","1913","42.7","VA","3.23"
"02","1913","37.2","VA","1.97"
"03","1913","48.3","VA","5.05"
"04","1913","54.1","VA","3.35"
"05","1913","63.6","VA","5.19"
"06","1913","70.6","VA","3.85"
"07","1913","75.4","VA","4.31"
"08","1913","72.5","VA","4.31"
"09","1913","65.5","VA","3.65"
"10","1913","56.7","VA","3.94"
"11","1913","46.4","VA","2.42"
"12","1913","39.4","VA","2.57"
"01","1914","37.8","VA","3.40"
"02","1914","31.8","VA","3.16"
"03","1914","39.3","VA","3.04"
"04","1914","53.5","VA","2.74"
"05","1914","64.6","VA","1.70"
"06","1914","73.6","VA","2.62"
"07","1914","73.8","VA","4.16"
"08","1914","74.0","VA","3.22"
"09","1914","64.7","VA","1.69"
"10","1914","58.4","VA","3.15"
"11","1914","44.1","VA","2.54"
"12","1914","32.6","VA","5.62"
"01","1915","34.5","VA","5.12"
"02","1915","39.5","VA","3.63"
"03","1915","37.0","VA","1.44"
"04","1915","56.1","VA","1.63"
"05","1915","63.2","VA","3.54"
"06","1915","68.7","VA","4.10"
"07","1915","73.8","VA","3.99"
"08","1915","71.9","VA","6.26"
"09","1915","68.5","VA","2.94"
"10","1915","58.2","VA","4.36"
"11","1915","46.1","VA","1.71"
"12","1915","34.3","VA","3.39"
"01","1916","40.6","VA","2.13"
"02","1916","36.0","VA","3.67"
"03","1916","41.1","VA","2.54"
"04","1916","52.4","VA","2.49"
"05","1916","66.1","VA","3.84"
"06","1916","68.2","VA","6.50"
"07","1916","74.7","VA","5.58"
"08","1916","73.4","VA","3.47"
"09","1916","64.8","VA","2.87"
"10","1916","55.8","VA","2.35"
"11","1916","45.4","VA","1.56"
"12","1916","35.2","VA","2.92"
"01","1917","36.9","VA","3.33"
"02","1917","35.0","VA","2.54"
"03","1917","43.8","VA","6.79"
"04","1917","54.4","VA","3.15"
"05","1917","58.3","VA","3.24"
"06","1917","70.1","VA","4.28"
"07","1917","73.9","VA","6.09"
"08","1917","72.5","VA","3.45"
"09","1917","62.9","VA","3.35"
"10","1917","51.0","VA","4.08"
"11","1917","41.7","VA","0.57"
"12","1917","26.4","VA","1.70"
"01","1918","23.7","VA","5.14"
"02","1918","38.5","VA","0.88"
"03","1918","48.9","VA","3.46"
"04","1918","51.7","VA","6.62"
"05","1918","67.5","VA","3.36"
"06","1918","69.1","VA","4.25"
"07","1918","71.0","VA","3.74"
"08","1918","75.0","VA","4.48"
"09","1918","62.1","VA","4.29"
"10","1918","59.3","VA","2.72"
"11","1918","44.2","VA","1.63"
"12","1918","40.5","VA","4.16"
"01","1919","36.7","VA","4.08"
"02","1919","36.2","VA","2.52"
"03","1919","46.4","VA","3.75"
"04","1919","53.4","VA","3.18"
"05","1919","63.3","VA","5.54"
"06","1919","71.3","VA","4.71"
"07","1919","74.9","VA","7.14"
"08","1919","71.8","VA","3.29"
"09","1919","67.3","VA","1.32"
"10","1919","64.2","VA","3.43"
"11","1919","45.9","VA","2.05"
"12","1919","33.5","VA","2.47"
"01","1920","32.2","VA","2.70"
"02","1920","32.9","VA","4.59"
"03","1920","44.3","VA","3.66"
"04","1920","52.2","VA","4.01"
"05","1920","59.1","VA","1.97"
"06","1920","69.3","VA","5.44"
"07","1920","72.3","VA","4.49"
"08","1920","72.0","VA","7.00"
"09","1920","67.7","VA","3.31"
"10","1920","58.4","VA","0.61"
"11","1920","43.7","VA","5.62"
"12","1920","37.5","VA","3.58"
"01","1921","36.5","VA","3.36"
"02","1921","39.2","VA","3.00"
"03","1921","54.6","VA","2.15"
"04","1921","57.5","VA","3.07"
"05","1921","61.0","VA","4.42"
"06","1921","72.3","VA","2.51"
"07","1921","76.3","VA","3.78"
"08","1921","71.9","VA","2.47"
"09","1921","73.0","VA","2.99"
"10","1921","55.7","VA","1.98"
"11","1921","48.4","VA","3.26"
"12","1921","38.9","VA","2.66"
"01","1922","32.3","VA","4.03"
"02","1922","40.1","VA","4.27"
"03","1922","46.4","VA","5.86"
"04","1922","55.8","VA","2.39"
"05","1922","64.3","VA","4.29"
"06","1922","72.3","VA","4.92"
"07","1922","74.3","VA","6.67"
"08","1922","70.4","VA","4.58"
"09","1922","68.0","VA","1.12"
"10","1922","57.8","VA","3.44"
"11","1922","45.5","VA","0.60"
"12","1922","39.7","VA","4.19"
"01","1923","37.0","VA","3.68"
"02","1923","34.0","VA","3.10"
"03","1923","45.5","VA","5.28"
"04","1923","52.7","VA","3.77"
"05","1923","61.5","VA","2.02"
"06","1923","73.0","VA","2.84"
"07","1923","73.5","VA","4.86"
"08","1923","72.8","VA","4.69"
"09","1923","68.0","VA","3.77"
"10","1923","54.2","VA","1.51"
"11","1923","43.1","VA","2.72"
"12","1923","44.2","VA","2.68"
"01","1924","33.8","VA","3.95"
"02","1924","34.2","VA","2.76"
"03","1924","41.8","VA","3.84"
"04","1924","51.6","VA","3.63"
"05","1924","59.5","VA","7.45"
"06","1924","70.6","VA","4.84"
"07","1924","72.0","VA","3.58"
"08","1924","73.4","VA","4.46"
"09","1924","62.9","VA","7.22"
"10","1924","55.4","VA","1.17"
"11","1924","45.5","VA","1.98"
"12","1924","37.0","VA","3.15"
"01","1925","33.4","VA","4.81"
"02","1925","43.3","VA","1.80"
"03","1925","46.4","VA","2.00"
"04","1925","56.4","VA","2.66"
"05","1925","59.0","VA","2.32"
"06","1925","74.7","VA","3.18"
"07","1925","75.4","VA","2.88"
"08","1925","71.4","VA","2.45"
"09","1925","72.3","VA","1.93"
"10","1925","52.4","VA","4.37"
"11","1925","42.8","VA","2.46"
"12","1925","35.6","VA","2.68"
"01","1926","33.4","VA","3.80"
"02","1926","38.6","VA","3.51"
"03","1926","39.0","VA","2.57"
"04","1926","51.1","VA","2.02"
"05","1926","63.2","VA","2.24"
"06","1926","68.7","VA","2.37"
"07","1926","75.0","VA","4.79"
"08","1926","75.3","VA","5.57"
"09","1926","69.7","VA","2.63"
"10","1926","56.8","VA","3.28"
"11","1926","41.8","VA","4.20"
"12","1926","35.3","VA","5.03"
"01","1927","34.8","VA","1.33"
"02","1927","43.4","VA","3.85"
"03","1927","46.5","VA","2.04"
"04","1927","51.9","VA","5.12"
"05","1927","63.4","VA","2.67"
"06","1927","67.6","VA","3.25"
"07","1927","73.5","VA","4.70"
"08","1927","68.9","VA","4.94"
"09","1927","67.9","VA","2.01"
"10","1927","58.0","VA","4.45"
"11","1927","49.2","VA","2.78"
"12","1927","37.3","VA","4.79"
"01","1928","35.5","VA","2.07"
"02","1928","37.2","VA","2.28"
"03","1928","44.1","VA","2.98"
"04","1928","51.0","VA","5.01"
"05","1928","61.2","VA","2.63"
"06","1928","69.3","VA","5.37"
"07","1928","75.0","VA","3.55"
"08","1928","74.6","VA","8.42"
"09","1928","62.9","VA","7.00"
"10","1928","57.5","VA","1.34"
"11","1928","46.0","VA","1.36"
"12","1928","36.8","VA","1.58"
"01","1929","34.8","VA","2.41"
"02","1929","33.9","VA","4.05"
"03","1929","49.0","VA","4.25"
"04","1929","57.2","VA","4.03"
"05","1929","62.8","VA","4.63"
"06","1929","69.4","VA","5.25"
"07","1929","73.2","VA","3.76"
"08","1929","71.1","VA","3.19"
"09","1929","67.3","VA","2.51"
"10","1929","53.8","VA","7.28"
"11","1929","46.2","VA","3.40"
"12","1929","37.8","VA","2.23"
"01","1930","36.5","VA","2.62"
"02","1930","41.9","VA","1.43"
"03","1930","43.1","VA","2.07"
"04","1930","53.6","VA","2.24"
"05","1930","65.6","VA","2.47"
"06","1930","70.7","VA","3.28"
"07","1930","77.2","VA","1.72"
"08","1930","72.9","VA","1.70"
"09","1930","72.6","VA","1.34"
"10","1930","53.2","VA","1.23"
"11","1930","43.3","VA","1.79"
"12","1930","33.0","VA","2.85"
"01","1931","35.9","VA","1.54"
"02","1931","38.7","VA","1.85"
"03","1931","39.3","VA","3.54"
"04","1931","52.4","VA","3.59"
"05","1931","62.4","VA","5.39"
"06","1931","71.3","VA","3.26"
"07","1931","77.3","VA","5.30"
"08","1931","72.6","VA","6.79"
"09","1931","71.6","VA","2.52"
"10","1931","58.8","VA","1.08"
"11","1931","51.8","VA","0.64"
"12","1931","44.5","VA","3.21"
"01","1932","44.9","VA","4.64"
"02","1932","43.7","VA","2.71"
"03","1932","40.4","VA","5.34"
"04","1932","52.5","VA","2.40"
"05","1932","62.7","VA","4.11"
"06","1932","71.6","VA","3.58"
"07","1932","75.8","VA","2.68"
"08","1932","74.6","VA","1.76"
"09","1932","67.9","VA","1.95"
"10","1932","56.5","VA","6.89"
"11","1932","43.0","VA","4.38"
"12","1932","38.8","VA","4.21"
"01","1933","42.0","VA","3.46"
"02","1933","37.9","VA","3.05"
"03","1933","43.0","VA","2.99"
"04","1933","53.8","VA","4.59"
"05","1933","67.1","VA","5.42"
"06","1933","72.7","VA","2.21"
"07","1933","73.8","VA","5.82"
"08","1933","73.2","VA","5.37"
"09","1933","72.0","VA","1.74"
"10","1933","55.4","VA","1.29"
"11","1933","43.7","VA","1.19"
"12","1933","41.1","VA","2.61"
"01","1934","38.8","VA","1.60"
"02","1934","27.4","VA","3.57"
"03","1934","41.1","VA","5.25"
"04","1934","54.1","VA","2.84"
"05","1934","64.4","VA","4.02"
"06","1934","74.6","VA","3.51"
"07","1934","78.1","VA","5.23"
"08","1934","73.2","VA","4.12"
"09","1934","68.8","VA","6.74"
"10","1934","55.3","VA","1.60"
"11","1934","47.1","VA","4.46"
"12","1934","36.2","VA","2.58"
"01","1935","34.0","VA","4.69"
"02","1935","36.7","VA","2.56"
"03","1935","49.8","VA","5.05"
"04","1935","51.4","VA","4.17"
"05","1935","61.2","VA","3.73"
"06","1935","70.6","VA","3.65"
"07","1935","75.5","VA","5.41"
"08","1935","73.7","VA","3.83"
"09","1935","66.0","VA","5.81"
"10","1935","56.3","VA","2.11"
"11","1935","48.5","VA","3.99"
"12","1935","29.6","VA","2.35"
"01","1936","29.5","VA","6.64"
"02","1936","30.8","VA","3.83"
"03","1936","48.5","VA","5.68"
"04","1936","51.2","VA","3.54"
"05","1936","65.5","VA","1.22"
"06","1936","71.4","VA","3.51"
"07","1936","76.5","VA","4.11"
"08","1936","75.5","VA","3.63"
"09","1936","69.6","VA","3.27"
"10","1936","58.4","VA","3.29"
"11","1936","43.5","VA","1.08"
"12","1936","37.9","VA","4.98"
"01","1937","44.0","VA","8.30"
"02","1937","36.5","VA","3.10"
"03","1937","41.3","VA","1.63"
"04","1937","53.0","VA","5.93"
"05","1937","63.2","VA","2.88"
"06","1937","73.0","VA","4.94"
"07","1937","73.9","VA","5.05"
"08","1937","74.6","VA","7.46"
"09","1937","64.1","VA","2.91"
"10","1937","53.0","VA","7.43"
"11","1937","42.9","VA","2.55"
"12","1937","35.5","VA","1.29"
"01","1938","34.8","VA","2.72"
"02","1938","42.0","VA","1.70"
"03","1938","49.9","VA","3.17"
"04","1938","55.8","VA","2.51"
"05","1938","63.0","VA","4.40"
"06","1938","69.3","VA","6.74"
"07","1938","74.6","VA","7.35"
"08","1938","75.2","VA","2.57"
"09","1938","66.8","VA","4.05"
"10","1938","55.9","VA","1.30"
"11","1938","47.4","VA","3.67"
"12","1938","36.5","VA","2.80"
"01","1939","37.6","VA","3.20"
"02","1939","41.7","VA","5.26"
"03","1939","46.8","VA","3.40"
"04","1939","52.8","VA","3.18"
"05","1939","64.7","VA","1.75"
"06","1939","74.2","VA","4.65"
"07","1939","73.3","VA","6.49"
"08","1939","74.0","VA","5.44"
"09","1939","69.3","VA","1.08"
"10","1939","57.6","VA","3.24"
"11","1939","42.3","VA","2.14"
"12","1939","38.0","VA","1.93"
"01","1940","23.1","VA","2.56"
"02","1940","35.9","VA","2.71"
"03","1940","41.0","VA","2.64"
"04","1940","51.2","VA","4.44"
"05","1940","62.5","VA","4.24"
"06","1940","72.2","VA","3.97"
"07","1940","73.4","VA","5.26"
"08","1940","71.7","VA","9.13"
"09","1940","64.2","VA","1.60"
"10","1940","54.9","VA","1.63"
"11","1940","45.4","VA","4.25"
"12","1940","41.1","VA","2.46"
"01","1941","33.8","VA","2.18"
"02","1941","32.0","VA","1.06"
"03","1941","38.4","VA","2.36"
"04","1941","57.4","VA","3.13"
"05","1941","65.0","VA","1.19"
"06","1941","71.0","VA","4.30"
"07","1941","75.7","VA","6.95"
"08","1941","73.7","VA","2.88"
"09","1941","70.1","VA","1.32"
"10","1941","62.7","VA","1.06"
"11","1941","46.5","VA","1.23"
"12","1941","40.5","VA","3.49"
"01","1942","33.0","VA","2.56"
"02","1942","33.0","VA","1.84"
"03","1942","46.0","VA","4.28"
"04","1942","56.4","VA","0.66"
"05","1942","66.0","VA","4.72"
"06","1942","72.7","VA","5.30"
"07","1942","76.2","VA","4.39"
"08","1942","72.5","VA","8.36"
"09","1942","67.8","VA","4.17"
"10","1942","57.4","VA","6.31"
"11","1942","47.3","VA","1.73"
"12","1942","34.1","VA","4.05"
"01","1943","37.4","VA","2.93"
"02","1943","38.2","VA","1.92"
"03","1943","43.4","VA","4.11"
"04","1943","51.1","VA","2.89"
"05","1943","65.9","VA","4.37"
"06","1943","76.2","VA","4.18"
"07","1943","75.0","VA","5.00"
"08","1943","75.0","VA","1.83"
"09","1943","64.7","VA","2.42"
"10","1943","54.7","VA","2.40"
"11","1943","44.1","VA","1.92"
"12","1943","35.9","VA","2.27"
"01","1944","35.8","VA","2.64"
"02","1944","38.7","VA","4.98"
"03","1944","42.8","VA","5.80"
"04","1944","53.1","VA","3.25"
"05","1944","68.4","VA","3.14"
"06","1944","73.6","VA","2.15"
"07","1944","74.7","VA","3.70"
"08","1944","72.8","VA","3.71"
"09","1944","67.9","VA","8.04"
"10","1944","55.2","VA","3.21"
"11","1944","44.4","VA","2.78"
"12","1944","32.5","VA","2.69"
"01","1945","32.1","VA","2.46"
"02","1945","38.4","VA","3.67"
"03","1945","54.7","VA","1.82"
"04","1945","57.4","VA","3.11"
"05","1945","60.6","VA","4.54"
"06","1945","71.6","VA","3.20"
"07","1945","74.1","VA","8.85"
"08","1945","72.4","VA","2.99"
"09","1945","70.8","VA","7.43"
"10","1945","55.6","VA","1.52"
"11","1945","47.2","VA","3.41"
"12","1945","31.0","VA","4.88"
"01","1946","36.1","VA","3.01"
"02","1946","39.1","VA","2.82"
"03","1946","51.5","VA","2.82"
"04","1946","55.2","VA","2.79"
"05","1946","62.6","VA","6.32"
"06","1946","70.2","VA","3.58"
"07","1946","73.0","VA","5.38"
"08","1946","69.7","VA","3.41"
"09","1946","67.0","VA","3.07"
"10","1946","57.9","VA","2.56"
"11","1946","50.1","VA","1.91"
"12","1946","41.0","VA","2.20"
"01","1947","40.9","VA","5.19"
"02","1947","29.9","VA","1.55"
"03","1947","36.6","VA","2.43"
"04","1947","56.0","VA","2.67"
"05","1947","63.7","VA","3.28"
"06","1947","69.7","VA","4.23"
"07","1947","71.8","VA","3.99"
"08","1947","75.8","VA","3.95"
"09","1947","67.9","VA","4.61"
"10","1947","60.8","VA","2.91"
"11","1947","43.5","VA","4.86"
"12","1947","35.9","VA","1.30"
"01","1948","28.7","VA","3.44"
"02","1948","37.5","VA","2.81"
"03","1948","48.2","VA","4.45"
"04","1948","56.6","VA","4.54"
"05","1948","63.3","VA","5.77"
"06","1948","71.3","VA","3.95"
"07","1948","75.2","VA","4.01"
"08","1948","72.4","VA","6.21"
"09","1948","66.1","VA","3.20"
"10","1948","53.2","VA","3.12"
"11","1948","49.5","VA","6.00"
"12","1948","39.2","VA","5.23"
"01","1949","43.2","VA","3.63"
"02","1949","43.4","VA","2.63"
"03","1949","45.0","VA","2.57"
"04","1949","52.7","VA","3.50"
"05","1949","63.7","VA","4.53"
"06","1949","72.2","VA","4.79"
"07","1949","77.1","VA","5.48"
"08","1949","73.4","VA","7.02"
"09","1949","64.2","VA","2.90"
"10","1949","60.1","VA","3.37"
"11","1949","45.1","VA","2.18"
"12","1949","39.4","VA","2.26"
"01","1950","46.7","VA","2.94"
"02","1950","38.7","VA","2.42"
"03","1950","41.6","VA","3.31"
"04","1950","51.6","VA","1.48"
"05","1950","63.6","VA","5.88"
"06","1950","70.6","VA","3.38"
"07","1950","72.8","VA","5.95"
"08","1950","71.7","VA","3.39"
"09","1950","65.2","VA","5.58"
"10","1950","58.7","VA","2.14"
"11","1950","43.4","VA","2.23"
"12","1950","32.7","VA","3.37"
"01","1951","37.4","VA","1.72"
"02","1951","38.2","VA","2.63"
"03","1951","44.0","VA","3.87"
"04","1951","53.2","VA","3.85"
"05","1951","62.4","VA","2.61"
"06","1951","71.2","VA","6.10"
"07","1951","75.0","VA","3.86"
"08","1951","73.4","VA","3.41"
"09","1951","67.1","VA","2.06"
"10","1951","59.0","VA","1.63"
"11","1951","41.0","VA","4.54"
"12","1951","38.5","VA","4.43"
"01","1952","40.2","VA","4.77"
"02","1952","39.6","VA","2.84"
"03","1952","43.5","VA","5.09"
"04","1952","54.8","VA","4.53"
"05","1952","63.4","VA","3.76"
"06","1952","75.4","VA","2.78"
